scorer,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4
bodyparts,Nose,Nose,head_base,head_base,head_device,head_device,head_center,head_center,right_ear,right_ear,left_ear,left_ear,body_center,body_center,tail_base,tail_base,perc25_bodylength,perc25_bodylength,perc75_bodylength,perc75_bodylength,tail_tip,tail_tip,perc25_tail,perc25_tail,tail_middle,tail_middle,perc75_tail,perc75_tail,FR_shoulder,FR_shoulder,FR_leg,FR_leg,FL_shoulder,FL_shoulder,FL_leg,FL_leg,BR_shoulder,BR_shoulder,BR_leg,BR_leg,BL_shoulder,BL_shoulder,BL_leg,BL_leg,Nose,Nose,head_base,head_base,head_device,head_device,head_center,head_center,right_ear,right_ear,left_ear,left_ear,body_center,body_center,tail_base,tail_base,perc25_bodylength,perc25_bodylength,perc75_bodylength,perc75_bodylength,tail_tip,tail_tip,perc25_tail,perc25_tail,tail_middle,tail_middle,perc75_tail,perc75_tail,FR_shoulder,FR_shoulder,FR_leg,FR_leg,FL_shoulder,FL_shoulder,FL_leg,FL_leg,BR_shoulder,BR_shoulder,BR_leg,BR_leg,BL_shoulder,BL_shoulder,BL_leg,BL_leg,Nose,Nose,head_base,head_base,head_device,head_device,head_center,head_center,right_ear,right_ear,left_ear,left_ear,body_center,body_center,tail_base,tail_base,perc25_bodylength,perc25_bodylength,perc75_bodylength,perc75_bodylength,tail_tip,tail_tip,perc25_tail,perc25_tail,tail_middle,tail_middle,perc75_tail,perc75_tail,FR_shoulder,FR_shoulder,FR_leg,FR_leg,FL_shoulder,FL_shoulder,FL_leg,FL_leg,BR_shoulder,BR_shoulder,BR_leg,BR_leg,BL_shoulder,BL_shoulder,BL_leg,BL_leg,Nose,Nose,head_base,head_base,head_device,head_device,head_center,head_center,right_ear,right_ear,left_ear,left_ear,body_center,body_center,tail_base,tail_base,perc25_bodylength,perc25_bodylength,perc75_bodylength,perc75_bodylength,tail_tip,tail_tip,perc25_tail,perc25_tail,tail_middle,tail_middle,perc75_tail,perc75_tail,FR_shoulder,FR_shoulder,FR_leg,FR_leg,FL_shoulder,FL_shoulder,FL_leg,FL_leg,BR_shoulder,BR_shoulder,BR_leg,BR_leg,BL_shoulder,BL_shoulder,BL_leg,BL_leg
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\210826-Kusbara-1\img04858.png,,,689.605141152616,296.73830377975827,687.0491309746753,306.4511424559333,,,680.9147065476174,296.2271017441701,,,701.1071869533497,275.26781828505557,707.4972123982017,253.7973327903529,694.9727625262917,284.4694549256424,705.452404255849,264.02137350211603,640.0185437005646,218.01319029918176,700.5959849177615,237.1832666337377,686.0267269034989,224.6588167618278,662.2558322486495,217.2463872457995,676.569489245118,284.4694549256424,,,706.9860103626135,293.41549054843523,,,681.6815096009996,256.60894398608775,,,721.0440663412878,278.5906315163786,,,,,907.4225525327935,214.4831006174913,905.8250461715804,223.86845048961766,,,894.2431250527862,215.08216550294617,,,911.6160067309776,194.7139593974805,927.3913820479559,180.93546703201838,908.8203705988549,203.1008677938487,919.0044736515877,186.92611588656712,977.7128324261653,177.14138942413751,937.5754851006888,170.35198738898228,954.5489901885769,161.76539069746244,969.9249889152519,164.7607151247368,887.6534113127826,204.89806245021333,,,925.9935639818946,210.08995812415554,,,895.441254823696,179.3379606708054,,,930.1870181800787,195.31302428293537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\210826-Kusbara-1\img05710.png,,,689.605141152616,296.73830377975827,687.0491309746753,306.4511424559333,,,680.623161636696,297.1017364769342,,,701.1071869533497,275.26781828505557,707.7887573091231,254.38042261219564,694.9727625262917,284.4694549256424,705.452404255849,264.02137350211603,640.0185437005646,218.01319029918176,700.5959849177615,237.1832666337377,686.0267269034989,224.6588167618278,662.2558322486495,217.2463872457995,676.569489245118,284.4694549256424,,,706.9860103626135,293.41549054843523,,,681.6815096009996,256.60894398608775,,,721.0440663412878,278.5906315163786,,,,,907.4225525327935,214.4831006174913,905.8250461715804,223.86845048961766,,,894.2431250527862,215.08216550294617,,,911.6160067309776,194.7139593974805,927.3913820479559,180.93546703201838,908.8203705988549,203.1008677938487,919.0044736515877,186.92611588656712,979.0128032276024,175.4699983937184,937.5754851006888,170.35198738898228,954.5489901885769,161.76539069746244,970.1106990297429,163.64645443779074,887.6534113127826,204.89806245021333,,,925.9935639818946,210.08995812415554,,,895.441254823696,179.3379606708054,,,930.1870181800787,195.31302428293537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\210826-Kusbara-1\img05817.png,,,689.605141152616,296.73830377975827,687.0491309746753,306.4511424559333,,,680.623161636696,297.1017364769342,,,701.1071869533497,275.26781828505557,707.7887573091231,254.38042261219564,694.9727625262917,284.4694549256424,705.452404255849,264.02137350211603,641.0768916648682,217.5898511134603,700.5959849177615,237.1832666337377,686.0267269034989,224.6588167618278,662.2558322486495,217.2463872457995,676.569489245118,284.4694549256424,,,706.9860103626135,293.41549054843523,,,681.6815096009996,256.60894398608775,,,721.0440663412878,278.5906315163786,,,,,907.4225525327935,214.4831006174913,905.8250461715804,223.86845048961766,,,894.2431250527862,215.08216550294617,,,911.6160067309776,194.7139593974805,927.3913820479559,180.93546703201838,908.8203705988549,203.1008677938487,919.0044736515877,186.92611588656712,979.0128032276024,175.4699983937184,937.5754851006888,170.35198738898228,954.5489901885769,161.76539069746244,970.1106990297429,163.64645443779074,887.6534113127826,204.89806245021333,,,925.9935639818946,210.08995812415554,,,895.441254823696,179.3379606708054,,,930.1870181800787,195.31302428293537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\210826-Kusbara-1\img06675.png,,,689.605141152616,296.73830377975827,687.0491309746753,306.4511424559333,,,680.623161636696,297.1017364769342,,,701.1071869533497,275.26781828505557,707.7887573091231,254.38042261219564,694.9727625262917,284.4694549256424,705.452404255849,264.02137350211603,641.0768916648682,217.5898511134603,700.5959849177615,237.1832666337377,686.0267269034989,224.6588167618278,662.2558322486495,217.2463872457995,676.569489245118,284.4694549256424,,,706.9860103626135,293.41549054843523,,,681.6815096009996,256.60894398608775,,,721.0440663412878,278.5906315163786,,,,,907.4225525327935,214.4831006174913,905.8250461715804,223.86845048961766,,,894.2431250527862,215.08216550294617,,,911.6160067309776,194.7139593974805,927.3913820479559,180.93546703201838,908.8203705988549,203.1008677938487,919.0044736515877,186.92611588656712,979.0128032276024,175.4699983937184,937.5754851006888,170.35198738898228,954.5489901885769,161.76539069746244,970.1106990297429,163.64645443779074,887.6534113127826,204.89806245021333,,,925.9935639818946,210.08995812415554,,,895.441254823696,179.3379606708054,,,930.1870181800787,195.31302428293537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\210826-Kusbara-1\img13227.png,,,689.7246346284346,294.0654759491537,686.0184198704205,312.10132276724846,,,,,,,698.6365834592452,274.48024764897747,714.7033589131308,258.57048210936216,692.8432965312096,282.9779830491549,708.0835072171815,264.79037312674495,712.1811110336929,305.33508457433084,734.1787736275958,265.22169984427245,739.1390308791622,285.0627288505379,729.0028530172657,298.64952045265443,676.1653301201459,274.4952242711139,,,702.2605965305602,291.5326296134505,,,695.1437056913562,256.1638387761948,720.1606553079519,274.4952242711139,,,,,,,907.9317576854302,210.23972434551928,910.9170976979468,221.83162987907107,,,896.4496807142117,209.99011397657972,,,911.9554768327354,192.84687383781278,927.3913820479559,180.93546703201838,908.1414303953393,201.40351728505988,919.0044736515877,186.92611588656712,979.0128032276024,175.4699983937184,937.5754851006888,170.35198738898228,954.5489901885769,161.76539069746244,970.1106990297429,163.64645443779074,887.6534113127826,204.89806245021333,,,924.2962134731058,204.65843649603133,,,895.441254823696,179.3379606708054,,,930.6962233327154,192.93673357063105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\210826-Kusbara-1\img15291.png,,,682.438008738352,291.0581702241702,686.0184198704205,312.10132276724846,,,,,,,698.6365834592452,274.48024764897747,714.7033589131308,258.57048210936216,690.3991117985537,281.396451751554,706.9173275734961,266.1023252258911,718.4493266185024,307.5216714062411,734.1787736275958,265.22169984427245,739.1390308791622,285.0627288505379,729.0028530172657,298.64952045265443,678.3519169520562,274.4952242711139,,,705.7591354616167,294.30230626720356,,,694.8521607804348,257.7673357862623,721.7641523180193,278.72262547947383,,,,,,,907.9317576854302,210.23972434551928,910.9170976979468,221.83162987907107,,,897.7356733349881,206.13213611425033,,,911.9554768327354,192.84687383781278,927.5750952794954,179.09833471662344,908.1414303953393,201.40351728505988,919.3719001146667,185.27269680271166,978.461663532984,174.36771900448144,937.0243454060703,169.61713446282428,953.9978504939585,160.11197161360698,970.1106990297429,161.62560889085628,888.2045510074012,199.57037873556797,888.2793143051059,223.06270821868083,924.2962134731058,204.65843649603133,,,895.441254823696,179.3379606708054,,,930.6962233327154,192.93673357063105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\210826-Kusbara-1\img17903.png,,,682.438008738352,291.0581702241702,686.0184198704205,312.10132276724846,,,,,,,698.6365834592452,274.48024764897747,714.7033589131308,258.57048210936216,690.3991117985537,281.396451751554,706.9173275734961,266.1023252258911,717.8862056261748,305.8323084292584,734.1787736275958,265.22169984427245,739.8898588689324,282.4348308863425,731.255336986576,297.52327846799926,678.3519169520562,274.4952242711139,,,705.7591354616167,294.30230626720356,,,694.8521607804348,257.7673357862623,721.7641523180193,278.72262547947383,,,,,,,907.9317576854302,210.23972434551928,910.9170976979468,221.83162987907107,,,897.7356733349881,206.13213611425033,,,911.9554768327354,192.84687383781278,927.5750952794954,179.09833471662344,908.1414303953393,201.40351728505988,919.3719001146667,185.27269680271166,978.461663532984,174.36771900448144,937.0243454060703,169.61713446282428,953.9978504939585,160.11197161360698,970.1106990297429,161.62560889085628,888.2045510074012,199.57037873556797,888.2793143051059,223.06270821868083,924.2962134731058,204.65843649603133,,,895.441254823696,179.3379606708054,,,930.6962233327154,192.93673357063105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
