scorer,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM,LdM
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4
bodyparts,Nose,Nose,head_base,head_base,head_device,head_device,head_center,head_center,right_ear,right_ear,left_ear,left_ear,body_center,body_center,tail_base,tail_base,perc25_bodylength,perc25_bodylength,perc75_bodylength,perc75_bodylength,tail_tip,tail_tip,perc25_tail,perc25_tail,tail_middle,tail_middle,perc75_tail,perc75_tail,FR_shoulder,FR_shoulder,FR_leg,FR_leg,FL_shoulder,FL_shoulder,FL_leg,FL_leg,BR_shoulder,BR_shoulder,BR_leg,BR_leg,BL_shoulder,BL_shoulder,BL_leg,BL_leg,Nose,Nose,head_base,head_base,head_device,head_device,head_center,head_center,right_ear,right_ear,left_ear,left_ear,body_center,body_center,tail_base,tail_base,perc25_bodylength,perc25_bodylength,perc75_bodylength,perc75_bodylength,tail_tip,tail_tip,perc25_tail,perc25_tail,tail_middle,tail_middle,perc75_tail,perc75_tail,FR_shoulder,FR_shoulder,FR_leg,FR_leg,FL_shoulder,FL_shoulder,FL_leg,FL_leg,BR_shoulder,BR_shoulder,BR_leg,BR_leg,BL_shoulder,BL_shoulder,BL_leg,BL_leg,Nose,Nose,head_base,head_base,head_device,head_device,head_center,head_center,right_ear,right_ear,left_ear,left_ear,body_center,body_center,tail_base,tail_base,perc25_bodylength,perc25_bodylength,perc75_bodylength,perc75_bodylength,tail_tip,tail_tip,perc25_tail,perc25_tail,tail_middle,tail_middle,perc75_tail,perc75_tail,FR_shoulder,FR_shoulder,FR_leg,FR_leg,FL_shoulder,FL_shoulder,FL_leg,FL_leg,BR_shoulder,BR_shoulder,BR_leg,BR_leg,BL_shoulder,BL_shoulder,BL_leg,BL_leg,Nose,Nose,head_base,head_base,head_device,head_device,head_center,head_center,right_ear,right_ear,left_ear,left_ear,body_center,body_center,tail_base,tail_base,perc25_bodylength,perc25_bodylength,perc75_bodylength,perc75_bodylength,tail_tip,tail_tip,perc25_tail,perc25_tail,tail_middle,tail_middle,perc75_tail,perc75_tail,FR_shoulder,FR_shoulder,FR_leg,FR_leg,FL_shoulder,FL_shoulder,FL_leg,FL_leg,BR_shoulder,BR_shoulder,BR_leg,BR_leg,BL_shoulder,BL_shoulder,BL_leg,BL_leg
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\lh49_CFC_Basler_Cam__22940788__20200326_093015106\img0014.png,528.7713473607505,595.5799557864923,531.9864562308542,532.8853328194696,516.7146890978615,556.9986493452475,,,499.835367529817,519.2211201215289,561.7262132793137,552.9797632576178,602.7188513731361,458.93782880708403,720.8741023494479,471.7982642874989,557.707327191684,486.2662542029657,668.6285832102623,450.0962794142988,898.5088674226786,648.6292521432036,787.5876114041002,506.36068464111395,831.7953583680264,545.7457682998845,875.1993281144266,593.9724013514403,534.397787883432,454.9189427194544,,,589.8584158927213,518.4173429040029,,,649.3379299896401,392.2243197524318,711.2287757391367,402.6734235802689,642.1039350319068,512.7909023813214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\lh49_CFC_Basler_Cam__22940788__20200326_093015106\img0270.png,,,919.4446315688415,716.5498248975664,939.0498063093653,735.0017540651182,,,906.7589302661496,753.4536832326701,943.6627886012533,701.5576324489306,854.8628794824102,626.5966702057515,797.2006008338109,507.8123761896368,877.9277909418499,672.7264931246309,827.1849857310825,565.4746548382363,812.1927932824467,255.25159570877156,772.9824438013991,438.6176418113175,771.8291982284271,362.50343399516635,787.9746362500349,289.8489628979312,844.4836693256623,699.2511413029866,832.9512135959425,718.8563160435104,914.8316492769536,651.9680728111352,,,777.5954260932871,577.007110567956,747.6110411960154,530.8772876490765,866.3953352121301,548.1759712436562,861.7823529202421,520.4980774923285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\lh49_CFC_Basler_Cam__22940788__20200326_093015106\img0496.png,946.5325982733914,251.72430675674775,1010.8627331439016,313.5802056706998,991.0688454914368,287.60072812683995,,,1029.419502818087,278.9409022788867,979.9347836869255,321.00291354037404,1047.9762724922728,408.83828999818604,1038.0793286660405,548.6326215437177,1029.419502818087,353.1679809756291,1046.7391545139938,471.93130689041715,947.7697162516704,779.9736834818984,1033.1308567529243,619.148346305623,1013.3369691004596,677.2928912847381,993.543081447995,730.4889643507368,1054.161862383668,325.9513854534903,,,983.6461376217626,356.87933491046624,,,1091.2754017320392,468.21995295558,,,984.8832556000416,471.93130689041715,968.8007218824141,500.3850203908351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\lh49_CFC_Basler_Cam__22940788__20200326_093015106\img1373.png,637.6680554395208,509.101355271864,626.8485151549108,408.1189792821714,627.7501435119617,448.6922553494586,637.6680554395208,491.06878813084745,592.5866375869795,427.0531747802388,669.2250479362997,421.6434046379338,642.1761972247749,326.97242714759705,680.9462165779605,234.10470637136194,634.9631703683683,365.7424465007826,662.0120210798931,272.8747257245475,896.435393913108,132.22070202461856,719.716235931146,180.00700494831239,774.7155657112464,145.74512738038095,839.6328074189059,126.81093188231364,582.6687256594204,373.85710171424,,,671.9299330074522,372.9554733571892,,,590.7833808728778,286.3991510803099,,,718.8146075740951,300.8252047931231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\lh49_CFC_Basler_Cam__22940788__20200326_093015106\img1395.png,,,691.8443339486214,526.353070319472,704.634875757947,549.8023969699024,,,659.8679794253072,556.1976678745652,714.2277821149413,516.7601639624777,646.0115591318711,445.34630552707597,622.5622324814407,347.28548498891246,664.1314933617491,485.84968792327396,632.1551388384349,392.05238132155233,687.5808200121795,115.98985393693977,612.9693261244464,267.344598680627,631.0892603543244,202.32601114988813,653.4727085206442,149.03208694436444,624.6939894496616,515.6942854783672,,,706.766632726168,469.8615106616169,,,572.4659437282485,417.6334649402037,,,686.514941528069,393.11825980566283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
labeled-data\lh49_CFC_Basler_Cam__22940788__20200326_093015106\img2465.png,571.6240971754219,428.5187751693086,584.2049579714799,332.0655090661969,569.9466490692807,368.13064334822997,573.3015452815629,408.38939789561573,541.4300312648825,334.5816812254085,608.5279555105254,359.7434028175246,616.9151960412307,245.67693159993172,705.8199456667076,176.90155924814775,594.2696466083263,286.774410200388,663.0450189601103,207.09562515868708,949.049921057163,161.8045262928781,756.1433888509398,146.7074933376084,830.7898295742175,134.9653565946209,903.758822191354,136.64280470076199,558.2045123262933,278.3871696696826,,,631.1735049434299,316.1297520578567,,,620.270092253513,176.90155924814775,,,678.9807759684504,241.483311334579,711.6910140382013,272.51610129818886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
